Comment,Emotion,Comment Length,Word Count,Processed Comment
i feel can be really popular in the underground if they get themselves out there and thank god for this i m looking at you toby and tunji,joy,137,28,popular underground thank god looking toby tunji
i feel like i am the only one trying to accomplish everything especially the balance in our extremely distressed world,fear,118,20,one trying accomplish everything especially balance extremely distressed world
i feel xs more indecisive,fear,25,5,x indecisive
i feel offended by this girl,anger,28,6,offended girl
i was actually starting to feel pretty cranky about the situation and was avoiding a lot of phone calls because i really just didnt want to talk to anyone about being late,anger,171,32,actually starting pretty cranky situation avoiding lot phone call didnt talk anyone late
im finally feeling a little more productive,joy,43,7,finally productive
i prayed to trust god with my desire to feel a divine sense of home,joy,67,15,prayed trust god desire divine sense home
i have decided that i will not let the feeling demotivate me and here i am with all my enthusiasm and this diwali special recipe,joy,128,25,decided let demotivate enthusiasm diwali special recipe
i feel i did some thing impolite katanya,anger,40,8,impolite katanya
ive always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range,anger,242,49,always heard choose one feauture play eye lip tone feautures love rule envious selena soo pretty lovely dark hair great eye wear wide colour range
im really excited for her birthday but feeling super nostalgic about it,joy,71,12,excited birthday super nostalgic
i feel like i need to cry these past few days and it relieved me that i could cry that much of tears today haha,joy,111,25,need cry past day relieved could cry much tear today haha
i feel a bit uncertain really shes a nice girl and good friend material,fear,71,14,bit uncertain shes nice girl good friend material
i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you,fear,139,27,something startled either way started shoulder ended across room slow flutter mind
i am not feeling too super,joy,26,6,super
i am beginning to feel that theres a good chance i might pass,joy,61,13,beginning there good chance might pas
i ask about his wife annulment case he feels so irritated and kept on telling me it is on the process,anger,101,21,ask wife annulment case feel irritated kept telling process
i feel pretty eager to get it done as i have a fun plan for quilting it,joy,71,17,pretty eager done fun plan quilting
i had thought but i feel scared and somewhat trepidatious nervous and sad,fear,73,13,thought scared somewhat trepidatious nervous sad
i finished blogging i was feeling shaky and checked my level to see a,fear,69,14,finished blogging shaky checked level see
i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,fear,116,24,could find another reason new area le intimidated simple tool understand
i got to chat with rustie dean from my hometown moose jaw and everyone made me feel so welcomed and comfortable,joy,111,21,got chat rustie dean hometown moose jaw everyone made welcomed comfortable
i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear,138,29,place posting since hesitant join aa full force could use insight inside
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,anger,113,22,awhile started irritated annoyed one kid filled pant
i am currently feeling very aggravated,anger,38,6,currently aggravated
i came away from the experience feeling rather confused and it left a sour taste in my mouth,fear,92,18,came away experience rather confused left sour taste mouth
i started feeling intimidated by the thought,fear,44,7,started intimidated thought
i feel disgusted just looking at that number,anger,44,8,disgusted looking number
i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,joy,139,23,virtuous going spin class driving way blackburn manual unsupervised sucessfully handbrake starting
this happened when i could not get into the school i had initially wanted,anger,73,14,happened could school initially wanted
i feel that i can answer in a completely un sarcastic way,anger,57,12,answer completely un sarcastic way
i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,joy,126,23,woke incredibly content amp optimistic today however woke terrible cold complete lack energy
i feel very agitated just sitting here,fear,38,7,agitated sitting
i am feeling shaky and weak,fear,27,6,shaky weak
i feel a tranquil and eloquent charm his praise array delights me thought of legard but he loved me not,joy,103,20,tranquil eloquent charm praise array delight thought legard loved
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,fear,106,26,feel love starting scared actually love
i want to say that i feel as though i dont play a really vital role in anyones life with the exception of one friend,joy,116,25,say though dont play vital role anyones life exception one friend
i am new to this so feels kind of strange but i will push through it,fear,68,16,new feel kind strange push
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,anger,94,18,pretty tortured work job often inspiration strike work
i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo,joy,208,42,special fun say lol amvassago cant stop laughing ever read something see beefy amkris toshibalol amits epic word beef cake amvassago nooo
im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,anger,104,19,pissed aac kind miserable frustrated life whole week
ive clawed time back and i still feel strong,joy,44,9,clawed back still strong
i also chat when i feel frustrated with guys but now i think about my future husband,anger,84,17,also chat frustrated guy think future husband
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear,226,46,apprehensive meeting someone new particularly group situation sign everything hope found courage come round always far
i feel each time one of my posts gets massively downvoted pagetitle rugmi popular images of the now,joy,99,18,one post get massively downvoted pagetitle rugmi popular image
i noticed earlier not involved in the group s turn to speak in front of the class and you could feel how nervous he was,fear,119,25,noticed earlier involved group turn speak front class could nervous
i feel tortured by something,anger,28,5,tortured something
i am wondering if i am feeling brave enough to make them for gifts,joy,66,14,wondering brave enough gift
i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,joy,189,37,never see place would break heart thick layer moss encased thick shell muffling sharper feeling pleasant painful
i did wake up feeling pretty energetic so thats a positive anyway,joy,65,12,wake pretty energetic thats positive anyway
i did feel unsure about it but thanks to l a lot of people liked it,fear,67,16,unsure thanks l lot liked
i feel contented small old rich tired and happy,joy,47,9,contented small old rich tired happy
i am appalled that i feel violent toward another human being,anger,60,11,appalled violent toward another human
i feel paranoid because nobody is saying anything,fear,49,8,paranoid nobody saying anything
i feel so strongly and passionate about so hearing that just made my heart sink,joy,79,15,strongly passionate hearing made heart sink
i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger,139,27,petty immature dont cheat greg end breaking fighting stupid thing
i feel like a snow globe that has been all shaken up and i m still waiting for the dust to settle,fear,97,22,snow globe shaken still waiting dust settle
i think i am feeling a little rebellious as i am getting older and i like it,anger,76,17,think rebellious getting older
i love lots of different kinds of sports and love hanging out with my friends in my free time i also have an unhealthy up session with greys anatomy im feeling ecstatic about being in ty,joy,186,36,love lot different kind sport love hanging friend free also unhealthy session grey anatomy ecstatic ty
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,anger,186,35,sure person complex set reason leaving chalking one reason hated academia probably simple
i don t always feel joyful and i quite often throw prayer out the window,joy,72,15,always joyful quite often throw prayer window
i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,joy,123,25,guess generous today decided offer fabulous deal popular print moment
i feel like i enter his class petrified that im going to do or say something that will make him think less of me,fear,112,24,enter class petrified going say something think le
i feel like i m watching another copy of my beloved son created for the english speaking world being wonderful clever and delightful in new and different ways,joy,158,28,watching another copy beloved son created english speaking world wonderful clever delightful new different way
im feeling rather pleased with myself tonight because i did that,joy,64,11,rather pleased tonight
i just didnt feel like taking her bitchy attitude,anger,49,9,didnt taking bitchy attitude
i feel a little bit brave,joy,25,6,bit brave
i now feel everythings been resolved were psychically galvanised and prepared to wrestle the world to the ground,joy,112,18,everythings resolved psychically galvanised prepared wrestle world ground
i hope i would be able to understand and not make my friend feel pressured into doing anything they did not want to do,fear,118,24,hope would able understand friend pressured anything
i feel excited about what im doing again i feel like i have a ton of catching up to do,joy,86,20,excited ton catching
i needed to get all that out of my head and onto a screen where i can come and reread it later to see that while we have numerous blessings there are some challenges and that its okay for me to feel overwhelmed at times,fear,219,45,needed head onto screen come reread later see numerous blessing challenge okay overwhelmed time
i am feeling quite smug,joy,23,5,quite smug
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,anger,193,36,frustrated easier day remember blessing research learning trial error hard success patience give far better garden long run
i feel fine e terminando com eight days a week um ano depois,joy,60,13,fine e terminando com eight day week um ano depois
i know is that afterward i feel a hell of a lot more mellow amp relaxed merely by laughing and the stress of being down in the dumps just melts away,joy,148,31,afterward hell lot mellow amp relaxed merely laughing stress dump melt away
i feel honoured and humbled cos hes a legend and one i still look up to,joy,71,16,honoured humbled co he legend one still look
i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger,90,18,began agitated wanted buy ewan food medicine left
i am feeling pretty shaky and sad,fear,33,7,pretty shaky sad
i kind of feel like i should be investing in a how to internet for dummies type book but im really not bothered by my status as an internet pariah,anger,146,30,kind investing internet dummy type book bothered status internet pariah
i feel fine which is good enough on a sunday evening,joy,52,11,fine good enough sunday evening
ive always been a giver not a taker i feel selfish in considering this idea,anger,75,15,always giver taker selfish considering idea
i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,fear,119,24,girl going arrive soon still felt unsure would actually happen
i feel resentful toward my wife when weeks go by without sex,anger,60,12,resentful toward wife week go without sex
i woke up emotionally drained and anxious and immediately my defenses rise and i feel irritated that this is my story my life,anger,125,23,woke emotionally drained anxious immediately defense rise irritated story life
i feel with the capacity of a producer and an actor someone like david would be far more accepted when he comes onscreen and shows boxing in a different light,joy,158,30,capacity producer actor someone david would far accepted come onscreen show boxing different light
i feel the most uncertain about the project,fear,43,8,uncertain project
i was trying to determine why i feel so reluctant to actually post what ive written when i finally realized its because i cannot pass something off as a cute idea i had or as a response to something someone could be experiencing,fear,228,43,trying determine reluctant actually post written finally realized pas something cute idea response something someone could experiencing
i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,anger,131,30,learning step back call proud admit yes annoyed yes tell
i have been feeling agitated about lately,anger,41,7,agitated lately
i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me,anger,221,43,think would le grumpy hadnt throughout night lung deciding even though wasnt unwell felt though something sitting chest flattened
i will continue to struggle with experiencing normal feelings and the sense theyre chipping away at precious time,joy,113,18,continue struggle experiencing normal feeling sense theyre chipping away precious
i have begun to feel irrationally resentful and angry towards people,anger,68,11,begun irrationally resentful angry towards
i suppose thats wonderful because it means that they can learn so much so quickly and also make me feel like an idiot much the way i did to my parents when they couldnt figure out how to leave an outgoing message on the answering machine,joy,237,46,suppose thats wonderful mean learn much quickly also idiot much way parent couldnt figure leave outgoing message answering machine
i feel just as determined as ever if not more,joy,45,10,determined ever
i start to feel happy and then i think of how lonely my cat feels,joy,65,15,start happy think lonely cat feel
i aint feeling it this is where been carefree deffinately is worrying in its self,joy,81,15,aint carefree deffinately worrying self
i feel stunningly elegant tonight darling,joy,41,6,stunningly elegant tonight darling
i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,joy,182,39,dont wax draw anything need unibrow maybe rid spare hair creeping toward eyelid brave
i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,anger,151,31,highly frustrated worked long day wanted home take shower eat snack listen music
i feel privileged to be amongst this new culture and learn new things,joy,69,13,privileged amongst new culture learn new thing
i would feel terrified for them and enjoy this movie a little better,fear,68,13,would terrified enjoy movie better
i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,joy,87,17,thrilled presence eye belief peace sincerity
im feeling the moxie fab love cath script src http www,joy,54,11,moxie fab love cath script src http www
im feeling lucky width li style border px list style outside margin px px,joy,73,14,lucky width li style border px list style outside margin px px
im so excited but at the same time i feel a little nervous,fear,58,13,excited nervous
i feel like throughout my life to this point in time i can say that ive fucked quite a few people,anger,97,21,throughout life point say fucked quite
i feel uncertain of how i can keep my personal development of fitness and health going in the right direction,fear,109,20,uncertain keep personal development fitness health going right direction
i still feel it does the genre a disservice when stories are resolved artifically,joy,81,14,still genre disservice story resolved artifically
i feel petty jealousy or anger yesterday in the face of my wifes happiness and our decision to chaperone a trip with my sons school,anger,131,25,petty jealousy anger yesterday face wife happiness decision chaperone trip son school
i wasnt feeling mad at god or angry for him allowing this to happen to me i was just sad,anger,88,20,wasnt mad god angry allowing happen sad
i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility,anger,145,28,wonder dangerous place could settled mentality enmayi bring possibility
i am feeling restless for some reason today,fear,43,8,restless reason today
i start to feel agitated inside,anger,31,6,start agitated inside
i could wear on a casual shopping trip to feel fabulous without even trying,joy,75,14,could wear casual shopping trip fabulous without even trying
im not emo ing no no no haha i am feeling happy instead for being able to meet up with them,joy,91,21,emo ing haha happy instead able meet
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger,155,35,top head much yesterday bothersome still mad
i was snapping at everybody and feeling very grumpy in general,anger,62,11,snapping everybody grumpy general
im super annoyed cause it hurts all the time cause i cant do my complete manicure and feel like my hands are pretty and i am kind of scared on how long this will take to heal and for my nail to grow again to stick on my finger again,fear,232,50,super annoyed cause hurt cause cant complete manicure hand pretty kind scared long take heal nail grow stick finger
i don t want to feel annoyed resentful or angry at the fact that he s already had the experience of having and raising kids,anger,123,25,annoyed resentful angry fact already experience raising kid
i can feel the frantic beat of his heart but cookie s voice is surprisingly clear,fear,81,16,frantic beat heart cookie voice surprisingly clear
im still feeling annoyed though,anger,31,5,still annoyed though
ive had a rather average career because i decided to work less to earn less no rolex anywhere to be seen but have managed to write and even publish some of the short story collections and novels i have in my mind and on my drafts today i will feel successful,joy,258,51,rather average career decided work le earn le rolex anywhere seen managed write even publish short story collection novel mind draft today successful
i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,joy,186,37,made set wedding ring recently always honored asked probably personal piece jewellery anyone ever buy
i can hear the hum you make at the feeling of my warmth and my legs shift a little in a strange need,fear,100,23,hear hum warmth leg shift strange need
im feeling a little apprehensive about this party,fear,49,8,apprehensive party
i feel that the session was useful and gave me tools i need to move forward in my life,joy,86,19,session useful gave tool need move forward life
i just feel like weve been living in a weird time warp like its only wednesday,fear,78,16,weve living weird warp wednesday
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,joy,103,18,bombed first interview left second interview pretty fan freaking tastic
i can tell most of the time what shes really feeling and she was being really sincere,joy,85,17,tell shes sincere
i feel like im more hated than celebrated and i cant wait till the day i can say i made it,anger,90,21,hated celebrated cant wait till day say made
i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous,anger,127,25,grab something hit pain damn risk injury might occur dangerous
i feel about myself is so fucked up,anger,35,8,fucked
i often feel the need to defend just about anything even in casual conversation like blue s from the color code are usually christmas fanatics and i jump in and,joy,160,30,often need defend anything even casual conversation blue color code usually christmas fanatic jump
i feel hesitant because i don t want to put too much stock in the possibility that maybe today marks the end of a hard year and the start of one that might be better,fear,165,35,hesitant put much stock possibility maybe today mark end hard year start one might better
i constantly feel lied to and wronged by them i love these people to death,anger,74,15,constantly lied wronged love death
im feeling afraid,fear,17,3,afraid
im particularly feeling pressured to act and behave in ways that are culturally accepted and expected of me,fear,107,18,particularly pressured act behave way culturally accepted expected
i think that even just understanding that there s that history behind it it lends to the explanation of where it s being projected from so it s kind of important to some degree and i never feel offended by people questioning that,anger,229,43,think even understanding history behind lends explanation projected kind important degree never offended questioning
i would cry scream kick at the door and feel terrified,fear,54,11,would cry scream kick door terrified
im feeling rebellious for the sake of being rebellious,anger,54,9,rebellious sake rebellious
i was feeling very festive i decided to paint my nails for the holiday events,joy,77,15,festive decided paint nail holiday event
i was feeling joy happiness ecstasy triumph or love i felt contented somehow,joy,76,13,joy happiness ecstasy triumph love felt contented somehow
i feel overwhelmed or a little blue usually around that time of the month but i manage those feelings well,fear,106,20,overwhelmed blue usually around month manage feeling well
i feel like a greedy easily pound overweight american,anger,53,9,greedy easily pound overweight american
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,anger,88,15,hurt feeling refusing listen spiteful hurtful sniping others
i feel threatened by not talking about it,fear,41,8,threatened talking
i know and trust how i feel but i generally shy away from it with strangers,fear,75,16,trust generally shy away stranger
i feel insulted but i go out with him anyway,anger,44,10,insulted go anyway
im feeling so insecure financially right now that i dont want to spend the,fear,74,14,insecure financially right dont spend
i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,joy,166,37,others happy mean step back yet feel allow happy deserve even deserve
i am so happy but yet i feel enraged,anger,36,9,happy yet enraged
i am feeling a bit agitated or stressed i find a surprising amount of relief from cleaning and decluttering my house or even just a small space like a closet,fear,157,30,bit agitated stressed find surprising amount relief cleaning decluttering house even small space closet
i feel so hesitant posting them,fear,31,6,hesitant posting
i look out on this scene i think about how cute it is and enjoy a swelling feeling of pride in the playful delight of my dog,joy,124,27,look scene think cute enjoy swelling pride playful delight dog
i feel heartless in saying so though,anger,36,7,heartless saying though
i really hate that feeling when youre unsure about something,fear,60,10,hate youre unsure something
i feel agitated and jumpy and like i just ate a bottle of caffeine pills,fear,72,15,agitated jumpy ate bottle caffeine pill
i almost didn t want to post these because i can sometimes feel intimidated by the amazingness of other mom bloggers who seem to have perfectly organized homes and entertained children,fear,184,31,almost post sometimes intimidated amazingness mom blogger seem perfectly organized home entertained child
every time i meet a certain dog that has once bitten me,fear,55,12,every meet certain dog bitten
i feel really honored and excited to have met her,joy,49,10,honored excited met
i feel relieved because finally i can move on without a single tear shed,joy,72,14,relieved finally move without single tear shed
i must admit no matter how early i start playing christmas music and doing my holiday shopping the tree makes everything feel so much more holly and jolly,joy,154,28,must admit matter early start playing christmas music holiday shopping tree make everything much holly jolly
i woke on saturday feeling a little brighter and was very keen to get outdoors after spending all day friday wallowing in self pity,joy,131,24,woke saturday brighter keen outdoors spending day friday wallowing self pity
i feel like our relationship revovles around sex and when we do he wants it to be really adventurous trying new things using toys etc ansi just find it exhausting trying to keep up,joy,180,34,relationship revovles around sex want adventurous trying new thing using toy etc ansi find exhausting trying keep
i feel like i can take on the world and even if it says no to me i wont be afraid and will not be discouraged,fear,109,26,take world even say wont afraid discouraged
i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,anger,275,53,havent known sue anything long bloater lisa one meet click grumpy old conversation straight away roll around laughing next minute well thats sue
i did manage two short runs and a walk but today im back to feeling just shy of awful,fear,85,19,manage two short run walk today back shy awful
i feel fucked is available to pre order from a href http churchoffuck,anger,69,13,fucked available pre order href http churchoffuck
i started to feel that irritated feeling,anger,40,7,started irritated
ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,anger,179,36,planned still day stressed point tear helpless good far outweighs bad honestly say happy moment
first anatomy lesson,anger,20,3,first anatomy lesson
i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,anger,142,28,much write got distracted home wednesday evening challenge therefore lost train thought
i feel a cold coming on or drink a little extra xango juice when i am stiff and sore,anger,84,19,cold coming drink extra xango juice stiff sore
i guess the mild pain had made me feel even more impatient to just get on with it,anger,81,18,guess mild pain made even impatient
i saw that i had the last spot on the tour and that i was going to be wrapping the whole thing up i must admit to feeling a little intimidated,fear,142,31,saw last spot tour going wrapping whole must admit intimidated
i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted,anger,158,32,distracted day dealing fiddly necessity actual creative work day wasted
i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,fear,166,33,continue nervous inside long talk sensibly even one around someone wrong feeling many level clue
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,anger,94,17,find irritable depleted run mental checklist worked
i was feeling threatened that it might be taken away from me,fear,60,12,threatened might taken away
i remember feeling uncertain about myself when i was young and especially when i became a teenager,fear,98,17,remember uncertain young especially became teenager
i have found the perfect remedy for anyone feeling stressed or conflicted about the future its the a href http www,anger,114,21,found perfect remedy anyone stressed conflicted future href http www
i didnt feel insulted though,anger,28,5,didnt insulted though
i feel offended when friends especially married friends somehow judge me for not being married yet,anger,98,16,offended friend especially married friend somehow judge married yet
im feeling insecure and sad because i dont know what to do with my book,fear,71,15,insecure sad dont book
i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,joy,98,20,kid whose mom proud touched soccer ball game
i am comforted knowing that i can use my gun for my protection and will not be put behind bars for using it when i feel threatened,fear,130,27,comforted knowing use gun protection put behind bar using threatened
i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,anger,145,24,totally completely pissed angry sad disappointed absolutely furious tough mudder biggest rip planet earth
im feeling virtuous i do a spinach feta cranberry salad with balsamic viniagrette,joy,81,13,virtuous spinach feta cranberry salad balsamic viniagrette
i seriously still feel so insecure and dreadful that the new guy would suddenly pop back up and change things,fear,109,20,seriously still insecure dreadful new guy would suddenly pop back change thing
i know that feeling for sure,joy,28,6,sure
i think im just being stupid feeling nervous,fear,44,8,think stupid nervous
i feel we re seeing now is a clash between those who are very alarmed at the changes in our planet and those who are rather laconic about the whole thing,fear,153,31,seeing clash alarmed change planet rather laconic whole
i feel a remembrance of the strange by justin aryiku falls into the latter category,fear,83,15,remembrance strange justin aryiku fall latter category
i feel the echoes of the divine so very close,joy,45,10,echo divine close
i like to participate in sketch challenges from time to time when im feeling inspired,joy,85,15,participate sketch challenge inspired
in sweden,fear,9,2,sweden
i also feel aggravated i have an embarassing reason i dont want to go home yet i dreaded coming here and now im dreading leaving here,anger,133,26,also aggravated embarassing reason dont go home yet dreaded coming dreading leaving
i see lovers i feel envious i want someone to be there for me,anger,61,14,see lover envious someone
i feel offended and sad because they do not know their ignorance,anger,64,12,offended sad ignorance
i feel she s frantic about controlling her message wary of others readings fearful of what meaning they might find and or create in her performance,fear,147,26,frantic controlling message wary others reading fearful meaning might find create performance
im feeling that kind of feeling when you are confused yet like bleh,fear,67,13,kind confused yet bleh
i have the feeling she was amused and delighted,joy,47,9,amused delighted
when it became clear that a man had used many people sexually and psychologically,anger,81,14,became clear man used many sexually psychologically
i feel paranoid but atleast now i get some comfort with dd she is the only person that i can talk to and not feel lie total crap around she is the nicest kindest most caring person i have ever met and i dont think that i will ever find anyone as great as her in my life,fear,269,58,paranoid atleast comfort dd person talk lie total crap around nicest kindest caring person ever met dont think ever find anyone great life
i had climbed on a cherry tree alone and there was a thick caterpillar beside my fingers i feel disgusted by caterpillars and snakes i was terribly afraid of the caterpillar crawling on my fingers out of the fear i was almost unable to climb down,fear,246,46,climbed cherry tree alone thick caterpillar beside finger disgusted caterpillar snake terribly afraid caterpillar crawling finger fear almost unable climb
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals,fear,246,52,think possible maybe denying maybe opening whole possibility maybe realised possible give man men power shaken leather sandal
i feel like a person who tortured somebody because i like to see the fans confused and embarrassed at the same time,fear,115,22,person tortured somebody see fan confused embarrassed
i wasnt feeling well yesterday and today has been randomly busy,joy,63,11,wasnt well yesterday today randomly busy
i feel jealous when i know he go out with other women,anger,53,12,jealous go woman
i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied,anger,108,19,stand actually annoying giggle also acknowledge dissatisfied
i feel invigorated by the,joy,25,5,invigorated
i feel so selfish but i just want to keep my baby close for awhile and not let the rest of the world in unless i feel like it,anger,125,29,selfish keep baby close awhile let rest world unless
i really do feel for kids who are tortured in highschool,fear,56,11,kid tortured highschool
i rid myself of many bad habits only to fall back into them when i feel insecure or vulnerable,fear,94,19,rid many bad habit fall back insecure vulnerable
i am feeling vulnerable worrying that the publishing world doesn t like my stories and won t like this next one if i write it,fear,125,25,vulnerable worrying publishing world story next one write
i feel that i was innocent i did not want to hurt anyone,joy,56,13,innocent hurt anyone
i feel better about myself almost tasting my success,joy,52,9,better almost tasting success
i don t like feeling vulnerable or exposing all my worries and concerns mostly because i have felt the need to hold it together to be the strong one,fear,148,29,vulnerable exposing worry concern mostly felt need hold together strong one
i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear,103,20,always shy situation nervous shyness making seem aloof
i feel that the classroom is extremely dangerous,anger,48,8,classroom extremely dangerous
im feeling festive tonight,joy,26,4,festive tonight
i fully enjoy music when i feel afraid using headphones,fear,55,10,fully enjoy music afraid using headphone
i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,anger,174,34,impatient final post four week tangible result far exciting see far philip reaura go term firming smoothing
i feel that being faithful isnt enough in your eyes,joy,51,10,faithful isnt enough eye
i know is that right now i feel like i am still in th grade trying to be as useful as my little legs will let me be,joy,115,28,right still th grade trying useful leg let
i want to enjoy this and feel successful,joy,40,8,enjoy successful
i created my how to paint an owl e course with the intention of sharing the simple shape templates that i use to start my own owls so that others could easily create their own and not feel afraid to start on a blank canvas,fear,222,45,created paint owl e course intention sharing simple shape template use start owl others could easily create afraid start blank canvas
i feel radiant this morning,joy,27,5,radiant morning
ill feel lively again,joy,21,4,ill lively
i reply because they make me feel pretty,joy,40,8,reply pretty
i sit here tonight i m pensive tense and feeling a little fearful,fear,65,13,sit tonight pensive tense fearful
i tend to think that it kinda contributed to my medium intelligence and made me understand and feel things in a clever and sensible way in the visual arts field especially but i m always feeling that i m losing that more and more,joy,229,44,tend think kinda contributed medium intelligence made understand thing clever sensible way visual art field especially always losing
i spoke with reported feeling dissassociated and dissatisfied with their human lives,anger,84,12,spoke reported dissassociated dissatisfied human life
i feel really wronged in fact what hu jia did is good for society,anger,65,14,wronged fact hu jia good society
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,anger,122,22,wonder would someone screaming saying horribly rude thing behind back later
i have a feeling this month is going to have some damn cool things in store,joy,75,16,month going damn cool thing store
i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured,fear,216,43,tortured person one world even think somebody wish somebody wishing waste though dream somebody tortured
staying alone in the biology building after the dark,fear,52,9,staying alone biology building dark
im feeling a little grumpy today with the lame weather tease we got over the weekend,anger,84,16,grumpy today lame weather tease got weekend
i feel glad to have my little blog to share with you the dangers i see on the path ahead,joy,88,20,glad blog share danger see path ahead
i have a feeling my view isnt going to be very popular and thats fine,joy,69,15,view isnt going popular thats fine
i was feeling nervous sure just like anyone else would be in my position,fear,72,14,nervous sure anyone else would position
i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds,joy,134,28,also proud weight loss completed month lost around kg approx pound
i could feel myself hit this strange foggy wall,fear,47,9,could hit strange foggy wall
i guess i would feel more like joseph with walt trusting me to care for mother and over the finances which he did six months before he died there are times i want to defend my self but god makes me be quiet,joy,206,43,guess would joseph walt trusting care mother finance six month died time defend self god make quiet
i feel the need to emphasize these things at the moment because of how grumpy i have been this last week,anger,104,21,need emphasize thing moment grumpy last week
i don t like the idea that women in the entertainment industry especially in pop music may feel pressured to turn themselves into hypersexual tartlets but i get the feeling that rihanna isn t being provocative because she feels she has to,fear,238,42,idea woman entertainment industry especially pop music may pressured turn hypersexual tartlet rihanna provocative feel
i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger,127,26,eye hateful eye side glass belong family member beautiful victim
i spend time dating or attempting to date only to end up feeling confused,fear,73,14,spend dating attempting date end confused
i first held my scotty i knew i was in love with my high priced bundle of joy but i couldnt help feeling apprehensive about what the time to come holds,fear,151,31,first held scotty knew love high priced bundle joy couldnt help apprehensive come hold
im feeling in my heart to make my list of things that i am thankful for,joy,71,16,heart list thing thankful
i dont know how to explain it very well its like i am happily bobbing along exploring an abstract universe all on my own but when i make contact with something i get excited and happy and i feel satisfied like ive formed a special bond with whatever ive encountered,joy,265,50,dont explain well happily bobbing along exploring abstract universe contact something excited happy satisfied formed special bond whatever encountered
