Comment,Emotion,Comment Length,Word Count
ive been feeling cranky lately,anger,30,5
i want to give up feel distracted or just need to remind myself of what i am working towards,anger,92,19
i am feeling so nothing that i am not even getting agitated anymore,anger,67,13
im feeling less annoyed with him,anger,32,6
i could of course go on with it feeling resentful of him with him being blissfully unaware of anything being wrong,anger,114,21
i also feel a little resentful of the fact that im spending what are supposed to be some of the best years of my life taking care of other people while what little social life i have atrophies because im left without the time or energy to maintain it,anger,250,49
i have immense sympathy with the general point but as a possible proto writer trying to find time to write in the corners of life and with no sign of an agent let alone a publishing contract this feels a little precious,joy,219,42
i didnt feel alarmed moreso a feeling of total welcome,fear,54,10
i was feeling adventurous,joy,25,4
i should feel complimented or insulted,anger,38,6
i feel grumpy to wake up so early,anger,33,8
i feel myself being sucked back in and this vicious cycle starts again every time you open the door and every time you show me more you back back any hints of love what is it that youre afraid of,anger,195,40
i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to,joy,170,39
i feel resentful and irritable,anger,30,5
i took several deep breaths feeling the cold air burn its way into my lungs and exhaling little clouds of vapor,anger,111,21
i was feeling brave when i bought it and clearly when i was doing my makeup,joy,75,16
i lock mine with a long lifeline and loop to a cleat or piling and take my gas line and if i m feeling especially paranoid the spark plug too covering the hole with duct tape,fear,174,36
i have a desk job and sit on my ass all day long so sometimes i feel paranoid that i m not being active enough and think things like dear god what if i get so fat that i can never lose the baby weight,fear,200,45
i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,joy,250,56
im feeling really adventurous maybe white,joy,41,6
i ask you when folks park why do they feel it is smart to park with only or inches separating your car from the one in front or behind you,joy,138,30
i feel more inspired to get back into the mindset of putting the good stuff into my body,joy,88,18
i know it s weird to see me call something review i feel weird saying it myself but i digress,fear,93,20
i feel relieved that a rescue party has arrived,joy,47,9
i am determined to lose weight the healthy way work harder in school be a better friend speak freely of how i feel be truthful with some people and get more sleep,joy,162,32
im feeling more fucked up than ive ever had and its nothing to do with my school work,anger,85,18
ive been thinking about what it is that drives me not only with fashion as pretentious as this is gonna make me sound i am studying fashion design so i do feel its kinda vital to understand what im trying to do there but in life as a whole,joy,239,49
i feel vulnerable yet extraordinarily liberated,fear,47,6
i am so feeling so rich and yup i know i am so blessed,joy,54,14
ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,joy,166,30
i want them to feel eager to attend a amp m i want them to feel like they belong,joy,80,19
i am feeling completely irritated right now and i have no idea why maybe because he is usually just getting home from school so the last hour of these god awful videos have imposed on my time,anger,191,37
i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,anger,151,32
i feel she was wronged,anger,22,5
i understand that but its so nice not to feel like the weird one,fear,64,14
i never have it feels insincere and a little nosy you get a hint that something might be wrong and want to jump in and get all the details,anger,138,29
i just didnt feel like i really got to know him which i feel is why im so unsure of his character,fear,97,22
i feel completely agitated,anger,26,4
i have something to tell you girls i finally feel brave enough to share the news,joy,80,16
id been struggling with feeling highly irritable toward my husband,anger,66,10
i realized today that i dont know what i want and thats the primary reason why i feel so dissatisfied so often,anger,110,22
i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it,fear,199,37
i frantically try to get it done and now feel frantic as i walk in the studio,fear,77,17
i feel like im not being the joyful me maybe its the hormones just act like how you feel never lie to yourself,joy,110,23
i got when i went home sick today i m still feeling a bit shaky and for david helping me fix the broken handrail on the basement stairs,fear,135,28
i dont mean that id like to chicken out but i am feeling more insecure about myself and maybe doubting the fact that i should be able to run km tomorrow,fear,152,31
i feel like this another one of the more underrated records on the album not going to be the most popular but an amazing record nonetheless,joy,139,26
i feel really greedy but i like hogging him,anger,43,9
i know in advance then i am fine with it but if i make plans and they change or fall through i end up not knowing what to do with myself and feeling very restless and angsty,fear,173,37
i was back home but feeling restless,fear,36,7
im not going to lie i feel a little insulted,anger,44,10
i am not amazing or great at photography but i feel passionate about it,joy,71,14
i have omitted the link to this article as i feel readers of this blog may be offended by the questionable adult content on the nyps webpage,anger,140,27
im not sure how i feel about him yet he seemed kind of distracted and out of it but we decided wed give him until the end of the week to prove himself to us,anger,156,35
i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then,fear,159,29
i feel like i have a little more control and can help sweet pea better if i know what is ahead,joy,94,21
i am feeling resentful because i am thinking to myself that she should trust me,anger,79,15
i should be feeling eager to leap into stash of fabric and make something,joy,73,14
i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you she was special,joy,289,64
i love tall guys they make me feel so little and innocent however innocent was the last thing that i was that night,joy,115,23
i really feel this way there is not a single day that has gone by that ive felt insecure with jerome,fear,100,21
i can write as many entries as humanly possible in one day and still feeling dissatisfied that i write everything i wanted to the fact that i complain all the time about being lonely,anger,182,34
im thankful for music that makes me laugh music that makes me feel strong music that makes me believe in myself,joy,111,21
i feel like i m going to be living a rich and sustained life throughout this year due to work,joy,93,20
i get an upset stomach afterward complete with feeling like i want to throw up and i still have that pleasant memory of the first one i had that did make me throw up,joy,165,34
i asked whether if he feel shy around me he said no and he say because im a very active person,fear,94,21
i think my hair is feeling confused,fear,35,7
i am feeling a bit apprehensive about carrying an amount this large without any protection,fear,90,15
i feel very complacent with my experiences here in this program even if i sometimes find the concepts we ve done to be big drags there s still no room for scrutiny,joy,163,32
i generally don t eat a lot of junk it is mostly stress eating but as i become more comfortable with the child care i am feeling less stressed and eating less junk,anger,163,33
i remember consistently feeling dissatisfied with my progress,anger,61,8
i have been feeling restless lately,fear,35,6
i need to feel the dough to make sure its just perfect,joy,54,12
i feel distraught worried panicked sick scared sad,fear,50,8
i see what being unhealthy does and i can feel the weight that i ve gained back and i am pissed that i let some of it creep back on,anger,131,30
i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,anger,215,44
im feeling enraged at another persons actions i have to consider what i was thinking about in the moments prior to the incident,anger,127,23
ill take my gfathers ute down to get a load of shit or as some would prefer manure but im feeling hostile so let me have it and will attempt a version of a home made compost,anger,173,37
i feel like a frightened little child more than anyone could ever know,fear,70,13
i feel angry disgusted,anger,22,4
i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful,anger,232,45
i had a quarrel with my parents i was convinced to be right,anger,59,13
i can t help but feel a little hesitant towards lily,fear,52,11
i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,anger,114,23
i was more irritable i went from having a million and one ideas to feeling like not being bothered from feeling inspired to feeling obligated,anger,141,25
im feeling far more mellow than normal,joy,38,7
i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak,anger,157,31
i started off feeling rather cranky and grumpy and ultimately ordinary then there was a little facebook flash from my cousin in west meath and suddenly we were pinging bad jokes and naughty stories about rudolph valentino performing unspeakable acts back and forth and it felt like a party,anger,289,49
i am baffled hurt that i feel assaulted and unsafe,fear,50,10
i am no longer red it feels weird,fear,33,8
i hope not pagetitle khatsii feeling fearful,fear,44,7
i love the rainbow look that i have going on and think that it feels really festive i just hope the kids don t feel like it s suppose to be a constant party in our classroom thanks to the tissue paper balls,joy,206,43
i left that meeting feeling helpless and betrayed by the very laws that are supposed to protect me and other people in this state,fear,129,24
i feel more reassured now,joy,25,5
i think this is really great having been in situations where i feel overtly threatened in a public place where everyone pretends they don t see what s happening,fear,160,29
im feeling really agitated for some reason i think its coz im confused,anger,70,13
i feel disgusted embarrased and sad about how i handled the situation,anger,69,12
i don t feel so self assured i need to compete or to justify why i m so clearly not doing as well as someone else,joy,113,26
i said i feel incredibly thankful on the whole,joy,46,9
i read in the book called the mindful woman that every so often throughout your day you should stop and close your eyes and think about anything that you can hear or see or smell or feel its kind of a cool experiment,joy,216,43
i feel resentful and really work that resentment until i blow up,anger,64,12
i changed i feel that im taking advantage of her this wouldnt have bothered me one bit before,anger,93,18
i feel incredibly slacking mrs greedy guts is still in desperate search for an unspoilt base on her career ladder,anger,113,20
i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration,anger,180,34
im feeling awfully irritated and worried and for a few good reasons,anger,67,12
i am feeling humorous i put cold callers on hold,joy,48,10
when i failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in zambia,anger,120,21
i feel uptight love had to show me one thing i was so right,fear,59,14
i feel rather intimidated by my re his impressive background and the clinic in general,fear,86,15
i think about talking to a lawyer and finishing this i feel anxious,fear,67,13
im feeling a little shaky because im going to give a speech at jens retirement lunch shortly and i dont want to cry,fear,115,23
i did it i survived our very first big kid trauma though i still feel shaken by the whole event,fear,95,20
i feel despised and i dont deserve that,anger,39,8
i feeling dangerous at wimbledon width,anger,38,6
i feel weird about my self this doesn t feel like me,fear,52,12
im feeling doodly playful artistic hungry puzzled trendy stellar and wonderful,joy,78,11
i do not know that he simple feelings i am startled by startled though he did not understand the words but i was feeling his words there are overtones green ink why suddenly say,fear,177,34
i feel relaxed and comfortable,joy,30,5
im not always able capture the essence of the way i see the world in writing i feel that my weird way of thinking has been generally consistent throughout my short years,fear,169,32
i started feeling like i was being paranoid since it kept happening,fear,67,12
i could understand if a survivor reading this might at first feel offended by my talking about abstract forms of rape,anger,117,21
i always feel intimidated by other people especially when they always compare me to other people ever since i was young,fear,119,21
i cannot describe to you the feeling of frantic alarm that overtook me,fear,70,13
when i almost walked on a snake,fear,31,7
i feel like my dream is so selfish,anger,34,8
i know how old people feel when they have greedy family members who are trying to take their stuff before they even pass on,anger,123,24
im done with putting up with this constant bullying because that is what it is when you feel threatened and constantly on the defensive and i am tired of constantly defending myself to others,fear,191,34
i feel disrespected and insulted,anger,32,5
i pictured a twin set of copper pipes running through me somewhere and while i was cool when i contemplated the one that flowed outward it made me feel weird to think about the other one,fear,186,36
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger,197,38
im feeling happy and well,joy,25,5
i feel stressed my intention is to remain in control of my feelings,anger,67,13
i guess being the good friend that he is he can not and will not allow me to go on with life feeling so distressed and confused,fear,127,27
i remember feeling uncertain about what to say well erm we are trying and my period is due this week so erm,fear,107,22
i have a reminder of the joy and peace i feel in his arms i am tortured,anger,71,17
i feel like i only get mad if i think someones doing something thats really unjust,anger,82,16
ive had my ass handed to me by murt and im starting to feel fucked but just a little,anger,84,19
i attempt to convince others of what they should think and how they truly feel i become a title resentful href http en,anger,118,23
im feeling much more optimistic than i was just before coming here or en route here,joy,83,16
i feel that gulam ali is even more talented than many other classical singers,joy,77,14
i was playing with friends then i decided to splash some sand into a car which was moving nearby the driver got angry and came to report to my parents,fear,150,30
i feel a little bit anxious about it,fear,36,8
im feeling bitchy and unappreciated today,anger,41,6
i currently feel like crap but have to at least show my face at work lest they get suspicious at my ringing in sick the day after my holidays,fear,141,29
im feeling ok and always has a hand on me or sits very close,joy,60,14
i love being comfy that is my main goal when i look for new clothes i cannot stand feeling uncomfortable in something,fear,117,22
i have a feeling she is going to be an amazing artist like her daddy and uncles,joy,79,17
i loved how all his pack mates bonded with her the touchy feely way they were with each other was sweet,joy,103,21
i know i dont live in new york anymore but i feel so outraged that this could happen in my city,anger,95,21
i didn t sleep well the night before and am not feeling half as brave as i was yesterday,joy,88,19
i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,fear,104,20
during the weekend at home,anger,26,5
i can feel the gap it feels like rich people status and poor people status,joy,74,15
i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit,anger,189,33
i feel so honoured and luckily for me i get to post cards,joy,57,13
i start to feel annoyed about the whole thing and end up ordering pizza,anger,71,14
i am feeling amazing mostly normal i am going to a pre thanksgiving celebration with our friends from that time we were in softball,joy,131,24
i dont really connect with the main character or anything in fact i feel like he is almost too innocent to be me,joy,112,23
i start to feel agitated lacking in patience and just down right cranky,anger,71,13
im feeling every bit the spiteful vindictive bitch i can be at times,anger,68,13
i cant help feeling mad at this man,anger,35,8
im feeling wimpy and whiny and generally tired,fear,46,8
i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,fear,141,28
i feel helpless,fear,15,3
i feel tortured and tragic enough as it is without having any importance or sparkle,anger,83,15
im feeling hopelessly restless,fear,30,4
i remind myself or am reminded of my passions and opinions i just feel incredibly agitated and frustrated there is this ball of energy with no channel to travel,fear,160,29
i feel so cranky and disconnected,anger,33,6
i feel he is sincere and repentant for his past opposition to civil rights,joy,74,14
i think of how many years i spent feeling furious at my dramatic perspective of the world and my extremely sensitive nature,anger,123,22
ive been feeling jealous lately of bloggers going off to author readings and book si,anger,84,15
i feel like such a confused person lately sigh,fear,46,9
i feel a bit shaky at night lately i ve awoken with this,fear,56,13
i fought i could feel myself trusting this man who was so patient and had a cool confidence more and more,joy,105,21
i look at him and say nicely and friendly well im sorry you feel that way i do apologize to you this angered him more and he stormed out saying i dont need this shit not a good night overall but im off till friday thankfully,anger,224,46
i feel absolutely fantastic and i hope baby does too,joy,52,10
i feel i cant talk move sometimes even breath with the fear of some kind of rude hateful comment,anger,96,19
i feel is doubtful but then again i could be wrong,fear,50,11
i always dread that part of the meeting although dont think i didnt shoot my hand up into the air feeling all superior week when i lost,joy,135,27
i woke up the morning of our hike feeling jubilant,joy,50,10
i feel tortured and sickened exactly the way i felt the last day of lances leave,fear,80,16
i feel shaky dizzy and my stomach starts to hurt if i miss a meal,fear,65,15
i didnt feel that way with this we got to be with everyone on the dangerous path to freedom,anger,91,19
i remember sitting in my family room in dallas watching the story unfold in new york so many years ago and feeling so helpless,fear,126,24
i was feeling pretty triumphant i had held a little conversation with the cashier and she didn t realize i was deaf,joy,115,22
i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,joy,134,29
i was still feelin kind of irritable and funky from the day before but so it goes,anger,81,17
going to take my driving test,fear,29,6
i don t care what sort of bs lifestyle you think you live everyone wants to fit in and feel accepted,joy,100,21
i feel genuinely wronged,anger,24,4
i love comments so feel free to post one,joy,40,9
i feel like i am getting fucked,anger,31,7
i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,anger,188,38
i am is cornish and i feel so insulted and hurt to know that people my own age dont see what i see dont understand how much cornwall is important to their lives,anger,160,33
i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now,anger,114,24
im really feeling skeptical about clinique products,fear,51,7
i feel so uptight around my family,fear,34,7
ive gone through stages of nervousness and sheer terror but now i am feeling relaxed and excited,joy,96,17
i have been so busy i feel like i have free time at home,joy,56,14
i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,anger,132,27
i feel like i would have been confused if i had waited a long time before reading the second book,fear,97,20
i am feeling very pissed now,anger,28,6
i want her to feel energetic and rested,joy,39,8
i did not feel frightened just frustrated that i wanted to go back to sleep but felt there were unfinished tasks i needed to attend to there wasn t other than to edit two articles on freud s dream of irma s injection which were near completion and have subsequently been posted on this blog,fear,290,55
i feel a bit more energized today and less grouchy,anger,50,10
i feel kind of petty blogging about this,anger,40,8
i al feeling rather agitated and i am not totally sure where it is coming from,fear,78,16
i am so relieved and excited and i feel confident again,joy,55,11
i feel agitated about it,anger,24,5
i began training in january or at least mentally preparing myself to train and can remember specifically feeling apprehensive about the running a spring marathon,fear,161,25
i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,anger,153,29
im feeling indecisive about what i want to do with the rest of my life,fear,70,15
i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,joy,197,41
i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,fear,90,19
id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,anger,93,17
i do for a living and lately more often than not both me and my wife who s also an ubuntu user have been feeling a bit uncertain about linux being the platform where we want to keep working,fear,189,39
i can assume they are not feeling the cold like i am their water is not frozen they have plenty of feed though they eschew this in favor of foraging and scratch,anger,160,32
i feel thank you everyone for the amazing thoughts and prayers,joy,62,11
i continue to succeed in something and having someone seems unattainable because i feel men will be intimidated or when there is a prolonged moment of silence,fear,158,27
i was going to cry at one point could feel a lump in my throat but managed to stop it as i was more distracted by the thought of getting all my vows right,anger,154,34
i was feeling pleased with the manuscript reporting the results of my fellowship research annoyed at the ridiculous requirements for for,joy,136,21
i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories,anger,208,40
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,fear,140,27
i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,joy,248,44
i feel impatient yet i am not fully sure what i am searching for,anger,64,14
i have this nagging feeling that i fucked everything up on the first try,anger,72,14
i still feel fine but i can tell i am getting weaker,joy,52,12
im slow about this but it does feel weird returning to a home without your mum anymore,fear,86,17
i feel distraught as ever,fear,25,5
i feel skeptical about it,fear,25,5
im feeling easily irritable lately too,anger,38,6
i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend,anger,261,57
i feel privileged to belong to you,joy,34,7
i would feel timid wearing them beacuse id try to not get them dirty etc,fear,72,15
i try to feel confident about it but when ever our eyes meet i feel strong like in gym we have the exercise machines and i could only do lbs on average and i always wanted to do,joy,177,38
im sorry i have a really bad cold and im feeling bitchy cos i never got to go out drinking myself stupid with my best friends tonight,anger,133,27
i feel that the media cannot be resolved effectively,joy,52,9
i do feel very successful right now,joy,35,7
i feel fearful because i dont know what is going to happen next in the course of me recovering,fear,94,19
i feel very uncomfortable around people with down syndrome,fear,58,9
i was feeling angry and jealous and deceived,anger,44,8
i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,anger,171,37
i feel like everywhere i look a piece of my sweet boy is missing,joy,64,14
i am feeling that bitter sweetness that comes from a deep recess in my soul,anger,75,15
i guarantee that if im dizzy or feeling like im going to vomit for months i am not going to be a very pleasant person,joy,117,25
i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills,fear,140,31
i am healing but i am still feeling shaky at times i managed to get myself to finish some work this week,fear,104,22
i had been feeling slightly distressed and my pride was resisting me just waiting for the next peregrinos to walk past and help me out,fear,134,25
i feel like i am i the only one out there who is as angry as i am about suffering such loss about stupid cancer about unfairness about what is even though nothing about it is right,anger,180,37
i remember feeling inspired and thinking that it was a fine example of parenting,joy,80,14
i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out,anger,116,22
i write when i am feeling happy and childish,joy,44,9
i remember me and my mum crying holding ourselves against a door while he tried to break it down and feeling terrified,fear,118,22
i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can,anger,150,32
i should just relax for now but it feels so distinctly strange for me,fear,69,14
i saw them that anything was wrong they told me some excuses but i am feeling truly insulted and i am feeling desperate again,anger,125,24
i got the feeling watching it that only from starting out by making hats for his school friends could one develop such a clever use of resources train tickets doc marten soles barbies and shattered mirrors to name a few,joy,219,40
im sore and feeling very unsure of how in the world i will go more miles in weeks,fear,81,18
i ended up eating lots of carbs on both days but i didn t feel as pressured to eat a bunch on the last day,fear,106,25
i have finished reading i am feeling so insecure,fear,48,9
i feel can be really popular in the underground if they get themselves out there and thank god for this i m looking at you toby and tunji,joy,137,28
i feel like i am the only one trying to accomplish everything especially the balance in our extremely distressed world,fear,118,20
i feel xs more indecisive,fear,25,5
i feel offended by this girl,anger,28,6
i was actually starting to feel pretty cranky about the situation and was avoiding a lot of phone calls because i really just didnt want to talk to anyone about being late,anger,171,32
im finally feeling a little more productive,joy,43,7
i prayed to trust god with my desire to feel a divine sense of home,joy,67,15
i have decided that i will not let the feeling demotivate me and here i am with all my enthusiasm and this diwali special recipe,joy,128,25
i feel i did some thing impolite katanya,anger,40,8
ive always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range,anger,242,49
im really excited for her birthday but feeling super nostalgic about it,joy,71,12
i feel like i need to cry these past few days and it relieved me that i could cry that much of tears today haha,joy,111,25
i feel a bit uncertain really shes a nice girl and good friend material,fear,71,14
i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you,fear,139,27
i am not feeling too super,joy,26,6
i am beginning to feel that theres a good chance i might pass,joy,61,13
i ask about his wife annulment case he feels so irritated and kept on telling me it is on the process,anger,101,21
i feel pretty eager to get it done as i have a fun plan for quilting it,joy,71,17
i had thought but i feel scared and somewhat trepidatious nervous and sad,fear,73,13
i finished blogging i was feeling shaky and checked my level to see a,fear,69,14
i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,fear,116,24
i got to chat with rustie dean from my hometown moose jaw and everyone made me feel so welcomed and comfortable,joy,111,21
i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear,138,29
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,anger,113,22
i am currently feeling very aggravated,anger,38,6
i came away from the experience feeling rather confused and it left a sour taste in my mouth,fear,92,18
i started feeling intimidated by the thought,fear,44,7
i feel disgusted just looking at that number,anger,44,8
i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,joy,139,23
this happened when i could not get into the school i had initially wanted,anger,73,14
i feel that i can answer in a completely un sarcastic way,anger,57,12
i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,joy,126,23
i feel very agitated just sitting here,fear,38,7
i am feeling shaky and weak,fear,27,6
i feel a tranquil and eloquent charm his praise array delights me thought of legard but he loved me not,joy,103,20
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,fear,106,26
i want to say that i feel as though i dont play a really vital role in anyones life with the exception of one friend,joy,116,25
i am new to this so feels kind of strange but i will push through it,fear,68,16
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,anger,94,18
i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo,joy,208,42
im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,anger,104,19
ive clawed time back and i still feel strong,joy,44,9
i also chat when i feel frustrated with guys but now i think about my future husband,anger,84,17
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear,226,46
i feel each time one of my posts gets massively downvoted pagetitle rugmi popular images of the now,joy,99,18
i noticed earlier not involved in the group s turn to speak in front of the class and you could feel how nervous he was,fear,119,25
i feel tortured by something,anger,28,5
i am wondering if i am feeling brave enough to make them for gifts,joy,66,14
i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,joy,189,37
i did wake up feeling pretty energetic so thats a positive anyway,joy,65,12
i did feel unsure about it but thanks to l a lot of people liked it,fear,67,16
i feel contented small old rich tired and happy,joy,47,9
i am appalled that i feel violent toward another human being,anger,60,11
i feel paranoid because nobody is saying anything,fear,49,8
i feel so strongly and passionate about so hearing that just made my heart sink,joy,79,15
i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger,139,27
i feel like a snow globe that has been all shaken up and i m still waiting for the dust to settle,fear,97,22
i think i am feeling a little rebellious as i am getting older and i like it,anger,76,17
i love lots of different kinds of sports and love hanging out with my friends in my free time i also have an unhealthy up session with greys anatomy im feeling ecstatic about being in ty,joy,186,36
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,anger,186,35
i don t always feel joyful and i quite often throw prayer out the window,joy,72,15
i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,joy,123,25
i feel like i enter his class petrified that im going to do or say something that will make him think less of me,fear,112,24
i feel like i m watching another copy of my beloved son created for the english speaking world being wonderful clever and delightful in new and different ways,joy,158,28
im feeling rather pleased with myself tonight because i did that,joy,64,11
i just didnt feel like taking her bitchy attitude,anger,49,9
i feel a little bit brave,joy,25,6
i now feel everythings been resolved were psychically galvanised and prepared to wrestle the world to the ground,joy,112,18
i hope i would be able to understand and not make my friend feel pressured into doing anything they did not want to do,fear,118,24
i feel excited about what im doing again i feel like i have a ton of catching up to do,joy,86,20
i needed to get all that out of my head and onto a screen where i can come and reread it later to see that while we have numerous blessings there are some challenges and that its okay for me to feel overwhelmed at times,fear,219,45
i am feeling quite smug,joy,23,5
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,anger,193,36
i feel fine e terminando com eight days a week um ano depois,joy,60,13
i know is that afterward i feel a hell of a lot more mellow amp relaxed merely by laughing and the stress of being down in the dumps just melts away,joy,148,31
i feel honoured and humbled cos hes a legend and one i still look up to,joy,71,16
i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger,90,18
i am feeling pretty shaky and sad,fear,33,7
i kind of feel like i should be investing in a how to internet for dummies type book but im really not bothered by my status as an internet pariah,anger,146,30
i feel fine which is good enough on a sunday evening,joy,52,11
ive always been a giver not a taker i feel selfish in considering this idea,anger,75,15
i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,fear,119,24
i feel resentful toward my wife when weeks go by without sex,anger,60,12
i woke up emotionally drained and anxious and immediately my defenses rise and i feel irritated that this is my story my life,anger,125,23
i feel with the capacity of a producer and an actor someone like david would be far more accepted when he comes onscreen and shows boxing in a different light,joy,158,30
i feel the most uncertain about the project,fear,43,8
i was trying to determine why i feel so reluctant to actually post what ive written when i finally realized its because i cannot pass something off as a cute idea i had or as a response to something someone could be experiencing,fear,228,43
i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,anger,131,30
i have been feeling agitated about lately,anger,41,7
i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me,anger,221,43
i will continue to struggle with experiencing normal feelings and the sense theyre chipping away at precious time,joy,113,18
i have begun to feel irrationally resentful and angry towards people,anger,68,11
i suppose thats wonderful because it means that they can learn so much so quickly and also make me feel like an idiot much the way i did to my parents when they couldnt figure out how to leave an outgoing message on the answering machine,joy,237,46
i feel just as determined as ever if not more,joy,45,10
i start to feel happy and then i think of how lonely my cat feels,joy,65,15
i aint feeling it this is where been carefree deffinately is worrying in its self,joy,81,15
i feel stunningly elegant tonight darling,joy,41,6
i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,joy,182,39
i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,anger,151,31
i feel privileged to be amongst this new culture and learn new things,joy,69,13
i would feel terrified for them and enjoy this movie a little better,fear,68,13
i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,joy,87,17
im feeling the moxie fab love cath script src http www,joy,54,11
im feeling lucky width li style border px list style outside margin px px,joy,73,14
im so excited but at the same time i feel a little nervous,fear,58,13
i feel like throughout my life to this point in time i can say that ive fucked quite a few people,anger,97,21
